iter	Logloss
699	0.3213536194
700	0.3212361808
701	0.3210748211
702	0.321026404
703	0.3209294845
704	0.3208654155
705	0.3208482298
706	0.3207979137
707	0.3206944417
708	0.3206793998
709	0.3206220829
710	0.320576621
711	0.3205056188
712	0.3204542942
713	0.3204443408
714	0.3203210817
715	0.3202178509
716	0.320196696
717	0.3198837532
718	0.3197323436
719	0.3196358292
720	0.3196320294
721	0.3196026461
722	0.319514603
723	0.3192875822
724	0.3192553534
725	0.3191090685
726	0.3190846002
727	0.3190634407
728	0.3188913922
729	0.3186947495
730	0.318512256
731	0.3183374916
732	0.3181767768
733	0.3181658521
734	0.3181274347
735	0.3179957203
736	0.3178916124
737	0.3178821368
738	0.3177992226
739	0.3177263257
740	0.3176694856
741	0.3176313078
742	0.317601299
743	0.3175701721
744	0.3174761121
745	0.3173764185
746	0.3173489386
747	0.3172966204
748	0.3171667674
749	0.3171446917
750	0.3170585464
751	0.3169847543
752	0.316975534
753	0.3168388266
754	0.3167305641
755	0.3166473656
756	0.3164581889
757	0.3164181996
758	0.3162197393
759	0.3162020779
760	0.3160568838
761	0.316044164
762	0.3159562143
763	0.3158877296
764	0.3158284153
765	0.3157839917
766	0.3156463186
767	0.3156358624
768	0.3156271652
769	0.3155304748
770	0.3154424458
771	0.3153775079
772	0.3153671323
773	0.3153158733
774	0.3152078051
775	0.315157934
776	0.3150875818
777	0.3149705746
778	0.3149705744
779	0.3148970635
780	0.3147973506
781	0.3147192661
782	0.3146657917
783	0.3145695199
784	0.3144469537
785	0.3144055753
786	0.3143339009
787	0.3142099042
788	0.3141717546
789	0.3141562391
790	0.3141117928
791	0.3140359128
792	0.3140278096
793	0.3140001483
794	0.3139614284
795	0.3139488559
796	0.3138007758
797	0.3136175767
798	0.313391117
799	0.3132609092
800	0.31322658
801	0.3131570058
802	0.3130942928
803	0.3130505478
804	0.3129721747
805	0.312961225
806	0.3128672735
807	0.312802581
808	0.3124907419
809	0.3124403065
810	0.3121990853
811	0.3121252012
812	0.3121133521
813	0.3120504498
814	0.3119619043
815	0.311859896
816	0.3115972075
817	0.3114794791
818	0.3114510214
819	0.3114139523
820	0.3112817899
821	0.3112744987
822	0.3111408225
823	0.3110514367
824	0.3108680911
825	0.3107941077
826	0.3106088312
827	0.3105633713
828	0.3105564046
829	0.3105203558
830	0.3103932591
831	0.3103049061
832	0.3102407746
833	0.3102340069
834	0.3101397291
835	0.3099115682
836	0.3099048892
837	0.3096997343
838	0.3096759791
839	0.3096583499
840	0.3094542257
841	0.3093958866
842	0.3093328797
843	0.3092789884
844	0.3092511906
845	0.3091332012
846	0.3090265839
847	0.3089243319
848	0.3087681779
849	0.3085596056
850	0.3085153091
851	0.308492629
852	0.3083561523
853	0.3083305592
854	0.3082750337
855	0.3081662572
856	0.3079551271
857	0.3079488496
858	0.3078824342
859	0.3078762424
860	0.3077601263
861	0.3077037307
862	0.3076562481
863	0.3075506485
864	0.3074727175
865	0.307406293
866	0.3072717251
867	0.3072615687
868	0.307215746
869	0.3071361005
870	0.3071024607
871	0.3070627533
872	0.306814708
873	0.306689379
874	0.3066769188
875	0.3065111276
876	0.3063220818
877	0.3062779011
878	0.3061849342
879	0.3060792953
880	0.3060759783
881	0.3060759676
882	0.3060186017
883	0.305912392
884	0.3058412558
885	0.3057947307
886	0.3057947306
887	0.3057041268
888	0.305630622
889	0.3055482557
890	0.3055427395
891	0.3055245333
892	0.3052857243
893	0.305277387
894	0.3050925117
895	0.305048775
896	0.3049334703
897	0.3049318884
898	0.3047436249
899	0.3046741546
900	0.3046350495
901	0.3044691695
902	0.3044392653
903	0.3044249231
904	0.3043716813
905	0.304317346
906	0.3043122175
907	0.3043071334
908	0.3041150184
909	0.3040556529
910	0.3038410884
911	0.3038360832
912	0.3037849137
913	0.3037821692
914	0.3037137834
915	0.3036575658
916	0.303517332
917	0.3033298273
918	0.3032950792
919	0.3031461747
920	0.3029828548
921	0.3028770905
922	0.3027731307
923	0.3027367896
924	0.3026801955
925	0.3025886442
926	0.3025469453
927	0.3023611693
928	0.3021441591
929	0.3020381038
930	0.301991304
931	0.3019589608
932	0.3019093825
933	0.3019047951
934	0.301766591
935	0.3016085544
936	0.3015405975
937	0.3014137866
938	0.3013518747
939	0.3012450265
940	0.3010291494
941	0.3007260083
942	0.3006751599
943	0.3006620247
944	0.3004510399
945	0.3003725022
946	0.3002846871
947	0.3001452567
948	0.3000654196
949	0.3000100969
950	0.2999059833
951	0.299788731
952	0.2994996365
953	0.2992624128
954	0.2992309708
955	0.2991834931
956	0.2990906468
957	0.2990433724
958	0.2989514958
959	0.2989199137
960	0.2988686106
961	0.2988050561
962	0.2986481102
963	0.2985883705
964	0.2984112505
965	0.2983387703
966	0.2982267713
967	0.2982068475
968	0.2980927458
969	0.2980282186
970	0.2979408519
971	0.2978715526
972	0.2978337035
973	0.29781516
974	0.2977630957
975	0.2976696846
976	0.2974933059
977	0.2973443343
978	0.2972931345
979	0.2972015945
980	0.2970929055
981	0.2969877048
982	0.2967511568
983	0.2967284933
984	0.2966654889
985	0.2966615856
986	0.2966502044
987	0.2965736078
988	0.296526214
989	0.2964493676
990	0.2963485894
991	0.2962505187
992	0.2962264068
993	0.2960258099
994	0.2956975808
995	0.2956062948
996	0.2955841443
997	0.2954477478
998	0.2953570511
999	0.2950454767
